skill_a,skill_b,path_a,path_b,score,status,actionable,scope_a,scope_b
handoff,html-artifact,development-workflows\handoff,development-workflows\html-artifact,0.053,clear,True,release,release
handoff,implementation-notes,development-workflows\handoff,development-workflows\implementation-notes,0.117,clear,True,release,release
handoff,spark,development-workflows\handoff,development-workflows\spark,0.038,clear,True,release,release
handoff,unknowns-first,development-workflows\handoff,development-workflows\unknowns-first,0.064,clear,True,release,release
handoff,beautiful-mermaid-editor,development-workflows\handoff,docs-writing-publishing\beautiful-mermaid-editor,0.041,clear,True,release,release
handoff,bidwriter,development-workflows\handoff,docs-writing-publishing\bidwriter,0.0,clear,True,release,release
handoff,document-writer,development-workflows\handoff,docs-writing-publishing\document-writer,0.054,clear,True,release,release
handoff,renhua,development-workflows\handoff,docs-writing-publishing\renhua,0.026,clear,True,release,release
handoff,touying,development-workflows\handoff,docs-writing-publishing\touying,0.025,clear,True,release,release
handoff,gh-bootstrap,development-workflows\handoff,git-github-collaboration\gh-bootstrap,0.016,clear,True,release,release
handoff,gh-pr-release,development-workflows\handoff,git-github-collaboration\gh-pr-release,0.019,clear,True,release,release
handoff,git-commit,development-workflows\handoff,git-github-collaboration\git-commit,0.062,clear,True,release,release
handoff,deep-research-pro,development-workflows\handoff,research-learning-knowledge\deep-research-pro,0.043,clear,True,release,release
handoff,humanizer-paper,development-workflows\handoff,research-learning-knowledge\humanizer-paper,0.024,clear,True,release,release
handoff,literature-mentor,development-workflows\handoff,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
handoff,paper-workbench,development-workflows\handoff,research-learning-knowledge\paper-workbench,0.013,clear,True,release,release
handoff,roundtable,development-workflows\handoff,research-learning-knowledge\roundtable,0.042,clear,True,release,release
html-artifact,implementation-notes,development-workflows\html-artifact,development-workflows\implementation-notes,0.066,clear,True,release,release
html-artifact,spark,development-workflows\html-artifact,development-workflows\spark,0.055,clear,True,release,release
html-artifact,unknowns-first,development-workflows\html-artifact,development-workflows\unknowns-first,0.04,clear,True,release,release
html-artifact,beautiful-mermaid-editor,development-workflows\html-artifact,docs-writing-publishing\beautiful-mermaid-editor,0.059,clear,True,release,release
html-artifact,bidwriter,development-workflows\html-artifact,docs-writing-publishing\bidwriter,0.0,clear,True,release,release
html-artifact,document-writer,development-workflows\html-artifact,docs-writing-publishing\document-writer,0.028,clear,True,release,release
html-artifact,renhua,development-workflows\html-artifact,docs-writing-publishing\renhua,0.028,clear,True,release,release
html-artifact,touying,development-workflows\html-artifact,docs-writing-publishing\touying,0.041,clear,True,release,release
html-artifact,gh-bootstrap,development-workflows\html-artifact,git-github-collaboration\gh-bootstrap,0.036,clear,True,release,release
html-artifact,gh-pr-release,development-workflows\html-artifact,git-github-collaboration\gh-pr-release,0.041,clear,True,release,release
html-artifact,git-commit,development-workflows\html-artifact,git-github-collaboration\git-commit,0.053,clear,True,release,release
html-artifact,deep-research-pro,development-workflows\html-artifact,research-learning-knowledge\deep-research-pro,0.046,clear,True,release,release
html-artifact,humanizer-paper,development-workflows\html-artifact,research-learning-knowledge\humanizer-paper,0.025,clear,True,release,release
html-artifact,literature-mentor,development-workflows\html-artifact,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
html-artifact,paper-workbench,development-workflows\html-artifact,research-learning-knowledge\paper-workbench,0.028,clear,True,release,release
html-artifact,roundtable,development-workflows\html-artifact,research-learning-knowledge\roundtable,0.03,clear,True,release,release
implementation-notes,spark,development-workflows\implementation-notes,development-workflows\spark,0.091,clear,True,release,release
implementation-notes,unknowns-first,development-workflows\implementation-notes,development-workflows\unknowns-first,0.062,clear,True,release,release
implementation-notes,beautiful-mermaid-editor,development-workflows\implementation-notes,docs-writing-publishing\beautiful-mermaid-editor,0.039,clear,True,release,release
implementation-notes,bidwriter,development-workflows\implementation-notes,docs-writing-publishing\bidwriter,0.0,clear,True,release,release
implementation-notes,document-writer,development-workflows\implementation-notes,docs-writing-publishing\document-writer,0.026,clear,True,release,release
implementation-notes,renhua,development-workflows\implementation-notes,docs-writing-publishing\renhua,0.038,clear,True,release,release
implementation-notes,touying,development-workflows\implementation-notes,docs-writing-publishing\touying,0.024,clear,True,release,release
implementation-notes,gh-bootstrap,development-workflows\implementation-notes,git-github-collaboration\gh-bootstrap,0.016,clear,True,release,release
implementation-notes,gh-pr-release,development-workflows\implementation-notes,git-github-collaboration\gh-pr-release,0.019,clear,True,release,release
implementation-notes,git-commit,development-workflows\implementation-notes,git-github-collaboration\git-commit,0.048,clear,True,release,release
implementation-notes,deep-research-pro,development-workflows\implementation-notes,research-learning-knowledge\deep-research-pro,0.056,clear,True,release,release
implementation-notes,humanizer-paper,development-workflows\implementation-notes,research-learning-knowledge\humanizer-paper,0.035,clear,True,release,release
implementation-notes,literature-mentor,development-workflows\implementation-notes,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
implementation-notes,paper-workbench,development-workflows\implementation-notes,research-learning-knowledge\paper-workbench,0.013,clear,True,release,release
implementation-notes,roundtable,development-workflows\implementation-notes,research-learning-knowledge\roundtable,0.027,clear,True,release,release
spark,unknowns-first,development-workflows\spark,development-workflows\unknowns-first,0.066,clear,True,release,release
spark,beautiful-mermaid-editor,development-workflows\spark,docs-writing-publishing\beautiful-mermaid-editor,0.027,clear,True,release,release
spark,bidwriter,development-workflows\spark,docs-writing-publishing\bidwriter,0.0,clear,True,release,release
spark,document-writer,development-workflows\spark,docs-writing-publishing\document-writer,0.056,clear,True,release,release
spark,renhua,development-workflows\spark,docs-writing-publishing\renhua,0.013,clear,True,release,release
spark,touying,development-workflows\spark,docs-writing-publishing\touying,0.013,clear,True,release,release
spark,gh-bootstrap,development-workflows\spark,git-github-collaboration\gh-bootstrap,0.017,clear,True,release,release
spark,gh-pr-release,development-workflows\spark,git-github-collaboration\gh-pr-release,0.01,clear,True,release,release
spark,git-commit,development-workflows\spark,git-github-collaboration\git-commit,0.025,clear,True,release,release
spark,deep-research-pro,development-workflows\spark,research-learning-knowledge\deep-research-pro,0.029,clear,True,release,release
spark,humanizer-paper,development-workflows\spark,research-learning-knowledge\humanizer-paper,0.05,clear,True,release,release
spark,literature-mentor,development-workflows\spark,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
spark,paper-workbench,development-workflows\spark,research-learning-knowledge\paper-workbench,0.055,clear,True,release,release
spark,roundtable,development-workflows\spark,research-learning-knowledge\roundtable,0.014,clear,True,release,release
unknowns-first,beautiful-mermaid-editor,development-workflows\unknowns-first,docs-writing-publishing\beautiful-mermaid-editor,0.041,clear,True,release,release
unknowns-first,bidwriter,development-workflows\unknowns-first,docs-writing-publishing\bidwriter,0.0,clear,True,release,release
unknowns-first,document-writer,development-workflows\unknowns-first,docs-writing-publishing\document-writer,0.041,clear,True,release,release
unknowns-first,renhua,development-workflows\unknowns-first,docs-writing-publishing\renhua,0.026,clear,True,release,release
unknowns-first,touying,development-workflows\unknowns-first,docs-writing-publishing\touying,0.025,clear,True,release,release
unknowns-first,gh-bootstrap,development-workflows\unknowns-first,git-github-collaboration\gh-bootstrap,0.033,clear,True,release,release
unknowns-first,gh-pr-release,development-workflows\unknowns-first,git-github-collaboration\gh-pr-release,0.029,clear,True,release,release
unknowns-first,git-commit,development-workflows\unknowns-first,git-github-collaboration\git-commit,0.037,clear,True,release,release
unknowns-first,deep-research-pro,development-workflows\unknowns-first,research-learning-knowledge\deep-research-pro,0.043,clear,True,release,release
unknowns-first,humanizer-paper,development-workflows\unknowns-first,research-learning-knowledge\humanizer-paper,0.037,clear,True,release,release
unknowns-first,literature-mentor,development-workflows\unknowns-first,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
unknowns-first,paper-workbench,development-workflows\unknowns-first,research-learning-knowledge\paper-workbench,0.054,clear,True,release,release
unknowns-first,roundtable,development-workflows\unknowns-first,research-learning-knowledge\roundtable,0.043,clear,True,release,release
beautiful-mermaid-editor,bidwriter,docs-writing-publishing\beautiful-mermaid-editor,docs-writing-publishing\bidwriter,0.0,clear,True,release,release
beautiful-mermaid-editor,document-writer,docs-writing-publishing\beautiful-mermaid-editor,docs-writing-publishing\document-writer,0.029,clear,True,release,release
beautiful-mermaid-editor,renhua,docs-writing-publishing\beautiful-mermaid-editor,docs-writing-publishing\renhua,0.043,clear,True,release,release
beautiful-mermaid-editor,touying,docs-writing-publishing\beautiful-mermaid-editor,docs-writing-publishing\touying,0.087,clear,True,release,release
beautiful-mermaid-editor,gh-bootstrap,docs-writing-publishing\beautiful-mermaid-editor,git-github-collaboration\gh-bootstrap,0.037,clear,True,release,release
beautiful-mermaid-editor,gh-pr-release,docs-writing-publishing\beautiful-mermaid-editor,git-github-collaboration\gh-pr-release,0.031,clear,True,release,release
beautiful-mermaid-editor,git-commit,docs-writing-publishing\beautiful-mermaid-editor,git-github-collaboration\git-commit,0.026,clear,True,release,release
beautiful-mermaid-editor,deep-research-pro,docs-writing-publishing\beautiful-mermaid-editor,research-learning-knowledge\deep-research-pro,0.048,clear,True,release,release
beautiful-mermaid-editor,humanizer-paper,docs-writing-publishing\beautiful-mermaid-editor,research-learning-knowledge\humanizer-paper,0.039,clear,True,release,release
beautiful-mermaid-editor,literature-mentor,docs-writing-publishing\beautiful-mermaid-editor,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
beautiful-mermaid-editor,paper-workbench,docs-writing-publishing\beautiful-mermaid-editor,research-learning-knowledge\paper-workbench,0.014,clear,True,release,release
beautiful-mermaid-editor,roundtable,docs-writing-publishing\beautiful-mermaid-editor,research-learning-knowledge\roundtable,0.063,clear,True,release,release
bidwriter,document-writer,docs-writing-publishing\bidwriter,docs-writing-publishing\document-writer,0.0,clear,True,release,release
bidwriter,renhua,docs-writing-publishing\bidwriter,docs-writing-publishing\renhua,0.0,clear,True,release,release
bidwriter,touying,docs-writing-publishing\bidwriter,docs-writing-publishing\touying,0.0,clear,True,release,release
bidwriter,gh-bootstrap,docs-writing-publishing\bidwriter,git-github-collaboration\gh-bootstrap,0.0,clear,True,release,release
bidwriter,gh-pr-release,docs-writing-publishing\bidwriter,git-github-collaboration\gh-pr-release,0.0,clear,True,release,release
bidwriter,git-commit,docs-writing-publishing\bidwriter,git-github-collaboration\git-commit,0.0,clear,True,release,release
bidwriter,deep-research-pro,docs-writing-publishing\bidwriter,research-learning-knowledge\deep-research-pro,0.0,clear,True,release,release
bidwriter,humanizer-paper,docs-writing-publishing\bidwriter,research-learning-knowledge\humanizer-paper,0.0,clear,True,release,release
bidwriter,literature-mentor,docs-writing-publishing\bidwriter,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
bidwriter,paper-workbench,docs-writing-publishing\bidwriter,research-learning-knowledge\paper-workbench,0.0,clear,True,release,release
bidwriter,roundtable,docs-writing-publishing\bidwriter,research-learning-knowledge\roundtable,0.0,clear,True,release,release
document-writer,renhua,docs-writing-publishing\document-writer,docs-writing-publishing\renhua,0.106,clear,True,release,release
document-writer,touying,docs-writing-publishing\document-writer,docs-writing-publishing\touying,0.041,clear,True,release,release
document-writer,gh-bootstrap,docs-writing-publishing\document-writer,git-github-collaboration\gh-bootstrap,0.018,clear,True,release,release
document-writer,gh-pr-release,docs-writing-publishing\document-writer,git-github-collaboration\gh-pr-release,0.02,clear,True,release,release
document-writer,git-commit,docs-writing-publishing\document-writer,git-github-collaboration\git-commit,0.068,clear,True,release,release
document-writer,deep-research-pro,docs-writing-publishing\document-writer,research-learning-knowledge\deep-research-pro,0.081,clear,True,release,release
document-writer,humanizer-paper,docs-writing-publishing\document-writer,research-learning-knowledge\humanizer-paper,0.067,clear,True,release,release
document-writer,literature-mentor,docs-writing-publishing\document-writer,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
document-writer,paper-workbench,docs-writing-publishing\document-writer,research-learning-knowledge\paper-workbench,0.043,clear,True,release,release
document-writer,roundtable,docs-writing-publishing\document-writer,research-learning-knowledge\roundtable,0.046,clear,True,release,release
renhua,touying,docs-writing-publishing\renhua,docs-writing-publishing\touying,0.069,clear,True,release,release
renhua,gh-bootstrap,docs-writing-publishing\renhua,git-github-collaboration\gh-bootstrap,0.018,clear,True,release,release
renhua,gh-pr-release,docs-writing-publishing\renhua,git-github-collaboration\gh-pr-release,0.031,clear,True,release,release
renhua,git-commit,docs-writing-publishing\renhua,git-github-collaboration\git-commit,0.026,clear,True,release,release
renhua,deep-research-pro,docs-writing-publishing\renhua,research-learning-knowledge\deep-research-pro,0.046,clear,True,release,release
renhua,humanizer-paper,docs-writing-publishing\renhua,research-learning-knowledge\humanizer-paper,0.095,clear,True,release,release
renhua,literature-mentor,docs-writing-publishing\renhua,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
renhua,paper-workbench,docs-writing-publishing\renhua,research-learning-knowledge\paper-workbench,0.042,clear,True,release,release
renhua,roundtable,docs-writing-publishing\renhua,research-learning-knowledge\roundtable,0.03,clear,True,release,release
touying,gh-bootstrap,docs-writing-publishing\touying,git-github-collaboration\gh-bootstrap,0.017,clear,True,release,release
touying,gh-pr-release,docs-writing-publishing\touying,git-github-collaboration\gh-pr-release,0.02,clear,True,release,release
touying,git-commit,docs-writing-publishing\touying,git-github-collaboration\git-commit,0.025,clear,True,release,release
touying,deep-research-pro,docs-writing-publishing\touying,research-learning-knowledge\deep-research-pro,0.029,clear,True,release,release
touying,humanizer-paper,docs-writing-publishing\touying,research-learning-knowledge\humanizer-paper,0.037,clear,True,release,release
touying,literature-mentor,docs-writing-publishing\touying,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
touying,paper-workbench,docs-writing-publishing\touying,research-learning-knowledge\paper-workbench,0.013,clear,True,release,release
touying,roundtable,docs-writing-publishing\touying,research-learning-knowledge\roundtable,0.043,clear,True,release,release
gh-bootstrap,gh-pr-release,git-github-collaboration\gh-bootstrap,git-github-collaboration\gh-pr-release,0.062,clear,True,release,release
gh-bootstrap,git-commit,git-github-collaboration\gh-bootstrap,git-github-collaboration\git-commit,0.016,clear,True,release,release
gh-bootstrap,deep-research-pro,git-github-collaboration\gh-bootstrap,research-learning-knowledge\deep-research-pro,0.02,clear,True,release,release
gh-bootstrap,humanizer-paper,git-github-collaboration\gh-bootstrap,research-learning-knowledge\humanizer-paper,0.016,clear,True,release,release
gh-bootstrap,literature-mentor,git-github-collaboration\gh-bootstrap,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
gh-bootstrap,paper-workbench,git-github-collaboration\gh-bootstrap,research-learning-knowledge\paper-workbench,0.055,clear,True,release,release
gh-bootstrap,roundtable,git-github-collaboration\gh-bootstrap,research-learning-knowledge\roundtable,0.019,clear,True,release,release
gh-pr-release,git-commit,git-github-collaboration\gh-pr-release,git-github-collaboration\git-commit,0.059,clear,True,release,release
gh-pr-release,deep-research-pro,git-github-collaboration\gh-pr-release,research-learning-knowledge\deep-research-pro,0.033,clear,True,release,release
gh-pr-release,humanizer-paper,git-github-collaboration\gh-pr-release,research-learning-knowledge\humanizer-paper,0.029,clear,True,release,release
gh-pr-release,literature-mentor,git-github-collaboration\gh-pr-release,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
gh-pr-release,paper-workbench,git-github-collaboration\gh-pr-release,research-learning-knowledge\paper-workbench,0.02,clear,True,release,release
gh-pr-release,roundtable,git-github-collaboration\gh-pr-release,research-learning-knowledge\roundtable,0.032,clear,True,release,release
git-commit,deep-research-pro,git-github-collaboration\git-commit,research-learning-knowledge\deep-research-pro,0.057,clear,True,release,release
git-commit,humanizer-paper,git-github-collaboration\git-commit,research-learning-knowledge\humanizer-paper,0.074,clear,True,release,release
git-commit,literature-mentor,git-github-collaboration\git-commit,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
git-commit,paper-workbench,git-github-collaboration\git-commit,research-learning-knowledge\paper-workbench,0.026,clear,True,release,release
git-commit,roundtable,git-github-collaboration\git-commit,research-learning-knowledge\roundtable,0.027,clear,True,release,release
deep-research-pro,humanizer-paper,research-learning-knowledge\deep-research-pro,research-learning-knowledge\humanizer-paper,0.042,clear,True,release,release
deep-research-pro,literature-mentor,research-learning-knowledge\deep-research-pro,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
deep-research-pro,paper-workbench,research-learning-knowledge\deep-research-pro,research-learning-knowledge\paper-workbench,0.062,clear,True,release,release
deep-research-pro,roundtable,research-learning-knowledge\deep-research-pro,research-learning-knowledge\roundtable,0.068,clear,True,release,release
humanizer-paper,literature-mentor,research-learning-knowledge\humanizer-paper,research-learning-knowledge\literature-mentor,0.0,clear,True,release,release
humanizer-paper,paper-workbench,research-learning-knowledge\humanizer-paper,research-learning-knowledge\paper-workbench,0.095,clear,True,release,release
humanizer-paper,roundtable,research-learning-knowledge\humanizer-paper,research-learning-knowledge\roundtable,0.027,clear,True,release,release
literature-mentor,paper-workbench,research-learning-knowledge\literature-mentor,research-learning-knowledge\paper-workbench,0.0,clear,True,release,release
literature-mentor,roundtable,research-learning-knowledge\literature-mentor,research-learning-knowledge\roundtable,0.0,clear,True,release,release
paper-workbench,roundtable,research-learning-knowledge\paper-workbench,research-learning-knowledge\roundtable,0.015,clear,True,release,release
